PLAYER,SEASON_START_YEAR,POS,BODY.FAT..,HAND.LENGTH..inches.,HAND.WIDTH..inches.,HEIGHT.W.O.SHOES,HEIGHT.W..SHOES,STANDING.REACH,WEIGHT..LBS.,WINGSPAN
Matteo Spagnolo,2022,PG,8.6,20.955000000000002,25.4,193.04,196.85,259.08,196.2,203.2
Julian Strawther,2022,SF,7.9,20.955000000000002,21.59,197.48499999999999,200.66,265.43,207.6,207.01
Dalen Terry,2022,SG,5.4,21.59,22.86,198.12,201.295,269.24,195.2,215.26500000000001
Drew Timme,2022,C,15.7,22.86,25.4,203.835,206.375,273.05,231.6,218.44000000000003
Jabari Walker,2022,PF,12.1,22.225,24.765,200.025,203.2,266.7,213.8,210.185
TyTy Washington Jr.,2022,SG,12,21.59,23.495,188.595,192.405,252.73000000000002,196.4,203.2
Peyton Watson,2022,SF,5.2,21.59,24.13,200.025,203.2,273.05,203.4,214.63000000000002
Blake Wesley,2022,SG,5.6,20.955000000000002,22.86,190.5,193.67499999999998,261.62,187.2,206.375
Alondes Williams,2022,SG,7.2,21.59,23.495,192.405,195.57999999999998,259.08,209,200.66
Jalen Williams,2022,SG,8.9,21.59,24.13,194.31,197.48499999999999,267.97,209.2,219.07500000000002
Jaylin Williams,2022,C,8,21.59,26.67,205.105,208.28,275.59,236.6,215.9
Trevion Williams,2022,C,10.8,22.86,26.035,201.295,205.105,275.59,264.6,220.34500000000003
Bryson Williams,2022,PF-C,NA,NA,NA,NA,NA,NA,NA,NA
Mark Williams,2022,C,5.4,22.86,24.765,213.36,218.44000000000003,297.18,242.4,229.87
Jalen Wilson,2022,SF-PF,NA,NA,NA,NA,NA,NA,NA,NA
Fanbo Zeng,2022,SF-PF,NA,NA,NA,NA,NA,NA,NA,NA
