Player Name,Season Start Year,Position,Age,Team,Games Played,Minutes Played,Player Efficiency Rating,True Shooting Percentage,3-Point Attempt Rate,Free Throw Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Win Shares,Defensive Win Shares,Total Win Shares,Win Shares Per 48 Minutes,Offensive Box Plus/Minus,Defensive Box Plus/Minus,Box Plus/Minus,Value Over Replacement Player,College,Country,Draft Year,Draft Round,Draft Number,Combine Year,Combine Position,Body Fat Percentage,Hand Length (cm),Hand Width (cm),Height Without Shoes (cm),Height With Shoes (cm),Standing Reach (cm),Weight (lbs),Wingspan
A.C. Green,2000,PF,37,MIA,82,1411,11.2,0.492,0.019,0.343,9,17.3,13.2,4.8,1.2,0.4,10.8,14.4,1.1,2.1,3.2,0.11,-2.2,0,-2.2,-0.1,Oregon State,USA,1985,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Guyton,2000,PG,22,CHI,33,630,10.3,0.495,0.359,0.094,1.8,5.1,3.4,18.1,0.8,0.6,10.7,16.5,0.4,-0.1,0.3,0.02,-0.8,-3.2,-4,-0.3,Indiana,USA,2000,2,32,2000,PG-SG,NA,NA,NA,184.785,NA,247.65,175,192.405
A.J. Guyton,2001,PG,23,CHI,45,607,11.8,0.477,0.504,0.111,2.3,6.3,4.2,23.6,0.9,0.9,12.6,22.2,0,0,0.1,0.006,1.3,-2.8,-1.6,0.1,Indiana,USA,2000,2,32,2000,PG-SG,NA,NA,NA,184.785,NA,247.65,175,192.405
A.J. Guyton,2002,PG,24,GSW,2,9,-9,0,0.25,0,0,0,0,28.7,5.7,0,20,23.6,-0.1,0,-0.1,-0.45,-14.1,-2.3,-16.4,0,Indiana,USA,2000,2,32,2000,PG-SG,NA,NA,NA,184.785,NA,247.65,175,192.405
Aaron Brooks,2007,PG,23,HOU,51,608,13.1,0.535,0.484,0.218,2.5,7.9,5.2,23.5,1.1,0.6,15.1,21.8,0.6,0.8,1.4,0.112,-0.5,0.2,-0.2,0.3,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2008,PG,24,HOU,80,1998,12.9,0.521,0.395,0.22,2,7,4.6,20.2,1.2,0.3,12.7,22.9,1.4,2.2,3.6,0.086,-0.3,-0.6,-0.9,0.6,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2009,PG,25,HOU,82,2919,16,0.549,0.394,0.224,2,6.6,4.2,25.6,1.2,0.3,13.7,25.7,3.9,1.6,5.5,0.091,2.3,-1.6,0.7,1.9,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2010,PG,26,TOT,59,1284,13.1,0.489,0.402,0.239,1.8,5.2,3.5,28.9,1.3,0.2,13.2,25.9,0.7,0.4,1.1,0.04,-0.3,-2.7,-3,-0.3,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2010,PG,26,HOU,34,811,11.7,0.465,0.437,0.214,1.5,5.6,3.6,25.2,1.3,0.2,11.5,26.1,0.1,0.3,0.4,0.023,-1.3,-2.8,-4.1,-0.4,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2010,PG,26,PHO,25,473,15.6,0.533,0.335,0.285,2.2,4.4,3.3,35.3,1.4,0.2,16.4,25.7,0.6,0.1,0.7,0.07,1.3,-2.4,-1.1,0.1,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2012,PG,28,TOT,53,997,11.8,0.555,0.424,0.165,1.5,7.9,4.6,18,1.5,0.8,16.5,18.1,0.8,0,0.8,0.041,-0.8,-1.4,-2.2,0,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2012,PG,28,SAC,46,959,12.1,0.562,0.419,0.172,1.4,8.1,4.7,17.8,1.5,0.6,16.2,18,0.9,0,0.9,0.045,-0.7,-1.4,-2.1,0,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2012,PG,28,HOU,7,38,5.6,0.385,0.538,0,3,3,3,23.1,1.3,6,23.5,19.6,-0.1,0,0,-0.063,-4.1,0.1,-4,0,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2013,PG,29,TOT,72,1557,12.5,0.518,0.427,0.164,3.1,6.7,4.9,23.3,1.6,0.6,15.8,20.5,1.3,0.9,2.2,0.067,-0.2,-0.8,-1,0.4,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2013,PG,29,HOU,43,716,11.9,0.529,0.502,0.167,3.8,5.7,4.8,18.1,1.7,0.6,15.3,20.4,0.6,0.5,1.1,0.076,-0.1,-0.3,-0.4,0.3,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2013,PG,29,DEN,29,841,12.9,0.508,0.365,0.16,2.6,7.5,5,27.7,1.6,0.6,16.2,20.5,0.6,0.4,1,0.058,-0.3,-1.2,-1.5,0.1,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2014,PG,30,CHI,82,1885,14.4,0.534,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25,1.7,1.5,3.3,0.083,0.3,-1.1,-0.8,0.5,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2015,PG,31,CHI,69,1108,11.8,0.494,0.394,0.136,2,7.5,4.8,26,1.4,0.7,14.2,22.9,0.2,0.7,0.9,0.04,-1.3,-1.3,-2.6,-0.2,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2016,PG,32,IND,65,894,9.5,0.507,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,-0.2,0.5,0.3,0.016,-2.4,-1.2,-3.7,-0.4,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Brooks,2017,PG,33,MIN,32,189,9.8,0.508,0.449,0.159,4.2,6.2,5.2,15.1,1.6,0,13,19.9,0.1,0.1,0.1,0.033,-2.6,-1.3,-3.8,-0.1,Oregon,USA,2007,1,26,2007,PG,2.7,NA,NA,177.8,182.245,238.76,161,193.04
Aaron Gordon,2014,PF,19,ORL,47,797,11.4,0.517,0.231,0.293,6.4,17.8,12,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1,0.06,-2.6,-0.1,-2.7,-0.2,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gordon,2015,PF,20,ORL,78,1863,17,0.541,0.245,0.333,9,21.3,15.1,10.3,1.6,2.4,9,17.3,3.2,2.2,5.4,0.139,0.9,0.1,1,1.4,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gordon,2016,SF,21,ORL,80,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2,1.7,3.7,0.077,-0.3,-0.7,-1,0.6,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gordon,2017,PF,22,ORL,58,1909,16.5,0.53,0.395,0.26,5,21.5,13.2,11.7,1.5,1.9,10,24.7,0.9,2,2.9,0.072,0.9,-0.6,0.3,1.1,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gordon,2018,PF,23,ORL,78,2633,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,0.3,0.3,0.6,1.7,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gordon,2019,PF,24,ORL,62,2017,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0,1,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gordon,2020,PF,25,TOT,50,1384,14.5,0.547,0.353,0.299,6,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.1,0.1,0.7,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gordon,2020,PF,25,ORL,25,736,14.9,0.537,0.382,0.358,5.3,18.5,11.7,23,1.1,2.5,16.5,23.8,0,0.6,0.6,0.037,0.5,0.1,0.6,0.5,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gordon,2020,PF,25,DEN,25,648,14.1,0.564,0.311,0.214,6.7,13.9,10.3,11.8,1.3,2.1,11.7,17.2,0.7,0.6,1.3,0.099,-0.1,-0.3,-0.4,0.3,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gordon,2021,PF,26,DEN,75,2376,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2,5.2,0.105,0.5,-1.1,-0.6,0.9,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gordon,2022,PF,27,DEN,53,1591,20.7,0.641,0.23,0.434,9.7,16.3,13.1,14.1,1.3,2.3,10.4,21.3,4.1,1.8,5.9,0.178,3.1,-0.2,2.9,2,Arizona,USA,2014,1,4,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Aaron Gray,2007,C,23,CHI,61,613,13.9,0.529,0.005,0.485,12.5,18.7,15.5,11.4,1.8,2,18.7,22,0.1,0.8,0.8,0.066,-3.6,0,-3.5,-0.2,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Gray,2008,C,24,CHI,56,715,11.5,0.508,0.006,0.353,13.5,21.7,17.6,9.6,1,1.8,17.2,14.5,0.5,0.8,1.3,0.086,-3.2,-0.1,-3.4,-0.2,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Gray,2009,C,25,TOT,32,311,16.6,0.551,0,0.341,16.7,23.1,19.8,10.6,1.5,2.7,16,16.4,0.5,0.4,0.9,0.142,-1.1,-0.2,-1.3,0.1,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Gray,2009,C,25,CHI,8,50,7,0.374,0,0.333,11.3,24.1,17.8,6.5,0,0,4,22.5,-0.1,0.1,0,-0.013,-5.5,-3.2,-8.7,-0.1,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Gray,2009,C,25,NOH,24,261,18.4,0.612,0,0.344,17.7,22.9,20.2,11.4,1.8,3.2,19.5,15.3,0.6,0.3,0.9,0.172,-0.3,0.4,0.1,0.1,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Gray,2010,C,26,NOH,41,531,11,0.566,0,0.343,13.4,25.8,19.6,4.7,1.1,1.9,21.9,13.1,0.3,0.8,1.1,0.1,-3.9,-0.2,-4,-0.3,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Gray,2011,C,27,TOR,49,813,11.1,0.526,0,0.292,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,0.1,1.3,1.4,0.082,-3.6,0.1,-3.5,-0.3,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Gray,2012,C,28,TOR,42,513,9,0.544,0,0.489,10.9,20,15.4,9.9,0.7,0.8,24.8,13.1,0.2,0.4,0.5,0.05,-3.9,-0.4,-4.3,-0.3,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Gray,2013,C,29,TOT,37,355,7.8,0.466,0.016,0.328,13.2,22.3,17.7,9.1,1.4,1.8,30.8,12.5,-0.3,0.4,0.1,0.016,-4.9,0.2,-4.7,-0.2,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Gray,2013,C,29,TOR,4,20,5.7,0.644,0,0.667,17.4,29.3,23.3,23.1,0,0,50.8,17.9,0,0,0,-0.007,-9.9,2.1,-7.8,0,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Gray,2013,C,29,SAC,33,335,7.9,0.455,0.017,0.31,13,21.8,17.4,8.2,1.5,1.9,29.1,12.2,-0.2,0.4,0.1,0.018,-4.6,0.1,-4.5,-0.2,Pittsburgh,USA,2007,2,49,2007,C,10.8,NA,NA,213.36,217.805,275.59,271,221.615
Aaron Holiday,2018,PG,22,IND,50,646,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.7,0.1,-1.6,0.1,UCLA,USA,2018,1,23,2018,PG,6.4,22.225,21.59,182.245,184.785,246.38,187,201.93
Aaron Holiday,2019,PG,23,IND,66,1617,11.6,0.521,0.393,0.155,1.5,9,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0,-1.6,0.2,UCLA,USA,2018,1,23,2018,PG,6.4,22.225,21.59,182.245,184.785,246.38,187,201.93
Aaron Holiday,2020,PG,24,IND,66,1176,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,UCLA,USA,2018,1,23,2018,PG,6.4,22.225,21.59,182.245,184.785,246.38,187,201.93
Aaron Holiday,2021,PG,25,TOT,63,1021,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1,UCLA,USA,2018,1,23,2018,PG,6.4,22.225,21.59,182.245,184.785,246.38,187,201.93
Aaron Holiday,2021,PG,25,WAS,41,663,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.1,1.8,1.2,14.5,18,0.1,0.4,0.5,0.038,-2.4,0.3,-2.1,0,UCLA,USA,2018,1,23,2018,PG,6.4,22.225,21.59,182.245,184.785,246.38,187,201.93
Aaron Holiday,2021,PG,25,PHO,22,358,14.9,0.538,0.29,0.266,4.6,11.7,8.2,27.4,2.4,0,16.8,20,0.4,0.5,0.9,0.125,-1,0.3,-0.8,0.1,UCLA,USA,2018,1,23,2018,PG,6.4,22.225,21.59,182.245,184.785,246.38,187,201.93
Aaron Holiday,2022,PG,26,ATL,52,729,8.8,0.529,0.397,0.148,3.1,6.8,4.9,11.1,1.8,1.2,13,13.4,0.2,0.5,0.7,0.045,-3.1,0.7,-2.4,-0.1,UCLA,USA,2018,1,23,2018,PG,6.4,22.225,21.59,182.245,184.785,246.38,187,201.93
Aaron McKie,2000,SG,28,PHI,76,2394,15.1,0.549,0.238,0.272,1.6,12.9,7.3,26.7,2.3,0.2,20.3,18.9,2.3,3.5,5.9,0.118,0.1,1.3,1.4,2.1,Temple,USA,1994,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron McKie,2001,SG,29,PHI,48,1471,15.8,0.54,0.261,0.249,2,12.7,7.4,21.7,2.1,0.7,14.6,19.8,1.8,2.1,3.9,0.128,1.3,1.4,2.7,1.7,Temple,USA,1994,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron McKie,2002,SF,30,PHI,80,2374,13.7,0.497,0.168,0.201,3,14.5,8.7,18.6,2.9,0.3,13.1,15.8,2.1,3,5.1,0.104,-0.6,1.6,1.1,1.9,Temple,USA,1994,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron McKie,2003,SF,31,PHI,75,2112,13.9,0.55,0.298,0.192,2.5,11.5,7.1,16.8,2.2,0.9,14.1,16.2,2.5,2.3,4.8,0.108,0.2,1.1,1.3,1.8,Temple,USA,1994,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron McKie,2004,SG,32,PHI,68,1118,8.4,0.51,0.437,0.113,2,15.5,8.7,13.4,2.2,1.2,17.2,7.1,0.5,1.5,2,0.085,-3,2.4,-0.6,0.4,Temple,USA,1994,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron McKie,2005,PG,33,LAL,14,121,6.1,0.272,0.167,0.167,2.9,16.5,9.7,12.5,2.2,0,13.4,5.6,0,0.1,0.1,0.041,-4.5,2.1,-2.4,0,Temple,USA,1994,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron McKie,2006,SF,34,LAL,10,131,7.5,0.647,0,0,0.9,15.1,8,14.4,1.6,0,32,8.6,0,0.1,0.1,0.039,-4,-0.1,-4.2,-0.1,Temple,USA,1994,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Nesmith,2020,SF,21,BOS,46,669,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,0.076,-2.8,-0.4,-3.2,-0.2,Vanderbilt,USA,2020,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Nesmith,2021,SF,22,BOS,52,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,Vanderbilt,USA,2020,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Nesmith,2022,SF,23,IND,57,1390,9.8,0.552,0.528,0.228,3.7,13.2,8.4,6.7,1.5,1.5,9.6,16.6,0.5,0.9,1.4,0.05,-2.8,-0.5,-3.3,-0.4,Vanderbilt,USA,2020,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Wiggins,2021,SG,23,OKC,50,1209,10.3,0.556,0.409,0.252,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,Maryland,USA,2021,2,55,2021,SG-SF,5,22.225,21.59,194.31,195.58,261.62,190,207.645
Aaron Wiggins,2022,SG,24,OKC,53,1016,12.2,0.598,0.338,0.196,6,11.9,8.9,9.2,1.4,1.1,12.3,14.3,1.2,0.9,2,0.096,-1.4,-0.7,-2.2,0,Maryland,USA,2021,2,55,2021,SG-SF,5,22.225,21.59,194.31,195.58,261.62,190,207.645
Abdel Nader,2017,SF,24,BOS,48,522,5.1,0.439,0.436,0.262,2.8,12,7.4,7.1,1.4,1.6,17,17.1,-0.9,0.8,-0.1,-0.014,-5.5,0.2,-5.3,-0.4,Iowa State,Egypt,2016,2,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abdel Nader,2018,SF,25,OKC,61,694,8.8,0.522,0.465,0.167,2,15.7,8.6,3.8,1.3,1.5,10.1,15.1,0,0.9,0.9,0.062,-3.6,0.3,-3.2,-0.2,Iowa State,Egypt,2016,2,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abdel Nader,2019,SF,26,OKC,55,867,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2,12.8,17,0.5,0.9,1.3,0.074,-1.2,0.2,-1,0.2,Iowa State,Egypt,2016,2,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abdel Nader,2020,SF,27,PHO,24,355,13.4,0.605,0.371,0.319,2.3,17.3,9.9,7.3,1.4,2.3,12.6,19,0.3,0.4,0.7,0.095,-1,1,0,0.2,Iowa State,Egypt,2016,2,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abdel Nader,2021,SF,28,PHO,14,145,4.9,0.431,0.4,0.286,3,16.6,10,5.9,2.7,2.5,21.8,15,-0.3,0.3,0,-0.009,-7.1,2.2,-5,-0.1,Iowa State,Egypt,2016,2,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acie Law,2007,PG,23,ATL,56,865,7.7,0.455,0.143,0.203,1.6,6,3.8,20.4,1.8,0,17.8,16.5,-0.5,0.4,-0.1,-0.007,-4.2,-1,-5.2,-0.7,Texas A&M,USA,2007,1,11,2007,PG,5.6,NA,NA,187.96,191.77,248.92,186,199.39
Acie Law,2008,PG,24,ATL,55,560,10.6,0.49,0.209,0.432,1.3,10.9,6.1,23.4,1.1,0.4,14.9,16.3,0.3,0.4,0.7,0.062,-2.2,-0.6,-2.9,-0.1,Texas A&M,USA,2007,1,11,2007,PG,5.6,NA,NA,187.96,191.77,248.92,186,199.39
Acie Law,2009,PG,25,TOT,26,234,16,0.585,0.213,0.653,1.4,6.6,4.1,17.5,2.3,0.4,15,21.7,0.3,0.2,0.6,0.115,-0.6,-0.4,-1,0.1,Texas A&M,USA,2007,1,11,2007,PG,5.6,NA,NA,187.96,191.77,248.92,186,199.39
Acie Law,2009,PG,25,GSW,5,66,21.3,0.752,0.214,1.071,0,3.4,1.7,15,4.3,0,8.8,14.7,0.3,0,0.3,0.236,1.4,1.4,2.7,0.1,Texas A&M,USA,2007,1,11,2007,PG,5.6,NA,NA,187.96,191.77,248.92,186,199.39
Acie Law,2009,PG,25,CHA,9,33,7.5,0.419,0.063,0.438,0,3.6,1.8,16,1.6,2.5,13.6,31.1,-0.1,0,0,-0.066,-7.2,-1.3,-8.5,-0.1,Texas A&M,USA,2007,1,11,2007,PG,5.6,NA,NA,187.96,191.77,248.92,186,199.39
Acie Law,2009,PG,25,CHI,12,135,15.4,0.58,0.267,0.6,2.5,8.9,5.8,19.2,1.5,0,17.4,22.9,0.2,0.1,0.3,0.101,0,-1,-1,0,Texas A&M,USA,2007,1,11,2007,PG,5.6,NA,NA,187.96,191.77,248.92,186,199.39
Acie Law,2010,PG,26,TOT,51,726,9.9,0.502,0.194,0.344,1.9,8.2,5,16.3,2.2,0,16.7,15.7,0.1,0.3,0.4,0.027,-3.5,-0.5,-4,-0.4,Texas A&M,USA,2007,1,11,2007,PG,5.6,NA,NA,187.96,191.77,248.92,186,199.39
Acie Law,2010,PG,26,MEM,11,94,0.4,0.256,0.316,0.526,3.8,10.3,7,19.3,2.2,0,29.9,16,-0.4,0.1,-0.3,-0.138,-8.3,-0.9,-9.2,-0.2,Texas A&M,USA,2007,1,11,2007,PG,5.6,NA,NA,187.96,191.77,248.92,186,199.39
Acie Law,2010,PG,26,GSW,40,632,11.3,0.532,0.18,0.323,1.6,7.9,4.7,15.9,2.2,0,14.7,15.6,0.5,0.2,0.7,0.052,-2.7,-0.5,-3.2,-0.2,Texas A&M,USA,2007,1,11,2007,PG,5.6,NA,NA,187.96,191.77,248.92,186,199.39
Adam Keefe,2000,PF,30,GSW,67,836,9.7,0.45,0.019,0.396,10.5,16.4,13.3,6.5,1.7,1.7,17.6,11.5,0.1,0.5,0.6,0.032,-3.5,-0.7,-4.3,-0.5,Stanford,USA,1992,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Morrison,2006,PF,22,CHA,78,2326,7.9,0.45,0.273,0.179,2.7,9.2,5.9,11.9,0.6,0.2,11.3,22.4,-2.2,0.8,-1.5,-0.03,-2.7,-2.4,-5.1,-1.8,Gonzaga,USA,2006,1,3,2006,SF,6.8,NA,NA,199.39,202.565,266.7,198,208.28
Adam Morrison,2008,SF,24,TOT,52,711,5.7,0.448,0.43,0.103,3.1,10.6,6.9,9.4,0.7,0.5,12.1,17.5,-0.6,0.6,0,0.001,-3.7,-1.1,-4.8,-0.5,Gonzaga,USA,2006,1,3,2006,SF,6.8,NA,NA,199.39,202.565,266.7,198,208.28
Adam Morrison,2008,SF,24,CHA,44,667,5.8,0.452,0.436,0.1,3,10.3,6.7,9.4,0.7,0.5,11.6,17.6,-0.5,0.5,0.1,0.004,-3.5,-1,-4.5,-0.4,Gonzaga,USA,2006,1,3,2006,SF,6.8,NA,NA,199.39,202.565,266.7,198,208.28
Adam Morrison,2008,SF,24,LAL,8,44,2.9,0.388,0.333,0.167,5.2,15.2,10.3,9.2,0,0,18.9,15.9,-0.1,0,0,-0.045,-6.5,-2.7,-9.2,-0.1,Gonzaga,USA,2006,1,3,2006,SF,6.8,NA,NA,199.39,202.565,266.7,198,208.28
Adam Morrison,2009,SF,25,LAL,31,241,7.4,0.418,0.247,0.094,4.7,10.1,7.4,11.3,0.6,0.6,10.2,18.3,-0.2,0.2,0,0.009,-3.6,-1.1,-4.7,-0.2,Gonzaga,USA,2006,1,3,2006,SF,6.8,NA,NA,199.39,202.565,266.7,198,208.28
Admiral Schofield,2019,PF,22,WAS,33,368,6.1,0.502,0.663,0.163,2,12.4,7,5.3,1,0.9,6.6,11.9,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3,Tennessee,United Kingdom,2019,2,42,2019,SF,6.8,22.225,22.86,193.04,196.215,260.35,240.6,207.645
Admiral Schofield,2021,SF,24,ORL,38,469,7.5,0.538,0.612,0.116,3.8,16.3,10,7.9,0.4,1,13.4,14.5,-0.1,0.3,0.3,0.027,-4.2,-1.2,-5.4,-0.4,Tennessee,United Kingdom,2019,2,42,2019,SF,6.8,22.225,22.86,193.04,196.215,260.35,240.6,207.645
Admiral Schofield,2022,PF,25,ORL,31,368,11.7,0.624,0.6,0.2,5.9,10.2,8,9.6,0.8,0.8,5.5,12.8,0.8,0.2,1,0.13,-1,-0.4,-1.5,0,Tennessee,United Kingdom,2019,2,42,2019,SF,6.8,22.225,22.86,193.04,196.215,260.35,240.6,207.645
Adonal Foyle,2000,C,25,GSW,58,1457,12.4,0.422,0,0.181,10.5,19.7,14.7,5.2,1.1,7.6,16.3,14,-0.8,1.5,0.7,0.022,-3.6,0.8,-2.8,-0.3,Colgate,St. Vincent & Grenadines,1997,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonal Foyle,2001,C,26,GSW,79,1485,12.5,0.445,0,0.242,10.6,17.3,13.9,4.3,1.2,7.7,15.1,14.2,-0.4,1.6,1.2,0.039,-3,1,-2.1,0,Colgate,St. Vincent & Grenadines,1997,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonal Foyle,2002,C,27,GSW,82,1787,15.3,0.563,0.003,0.301,10.6,18.5,14.6,3.1,1.1,7.6,15.7,11,2.3,1.7,4,0.106,-0.7,1.7,0.9,1.3,Colgate,St. Vincent & Grenadines,1997,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonal Foyle,2003,C,28,GSW,44,572,13,0.471,0,0.269,10.6,22.3,16.4,4.8,0.6,5.8,12.6,13.4,0.3,0.8,1.1,0.093,-2.3,1.2,-1.1,0.1,Colgate,St. Vincent & Grenadines,1997,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
